6	0	0	0	0
11	0	0	0	0
12	0	0	0	0
13	0	0	0	0
16	0	0	0	0
20	0	0	0	0
23	5.4	0	0	0
26	0	0	0	0
34	0	0	0	0
35	0	0	0	0
39	0	0	0	0
40	0	0	0	0
43	0	0	0	0
45	0	0	0	0
48	1.5	0	0	0
49	1	0	0	0
51	0	0	0	0
52	0.9	0	0	0
57	0	0	0	0
60	0	0	0	0
61	0	0	0	0
62	0.3	0	0	0
63	0	0	0	0
65	0	0	0	0
66	3.2	0	0	0
67	0	0	0	0
70	0	0	0	0
71	0	0	0	0
77	0	0	0	0
85	2.2	0	0	0
88	0	0	0	0
89	0	0	0	0
95	0	0	0	0
99	0	0	0	0
100	0.2	0	0	0
106	0	0	0	0
107	3.4	0.422136545	0.422136545	0.422136545
108	7	1.241399646	1.241399646	1.241399646
109	4.1	2.530662298	2.530662298	2.530662298
114	0	0	0	0
115	0	0	0	0
116	1.1	0	0	0
121	3.4	0	0	0
122	0	0	0	0
123	0	0	0	0
130	0	0	0	0
144	0	0	0	0
150	3	0.899270058	0.899270058	0.899270058
151	1.7	0.40792951	0.40792951	0.40792951
157	0	0	0	0
159	0	0	0	0
164	0	0	0	0
165	0	0	0	0
187	0	0	0	0
198	3.4	0	0	0
199	0	0	0	0
201	0	0	0	0
204	0	0	0	0
209	2.6	0	0	0
211	0	0	0	0
213	3.8	0	0	0
219	0	0	0	0
221	0	0	0	0
222	0	0	0	0
235	0	0	0	0
238	0	0	0	0
253	0	0	0	0
254	0	0	0	0
255	0	0	0	0
265	0.9	0	0	0
266	0	0	0	0
268	0	0	0	0
273	0	0	0	0
284	0	0	0	0
285	20.6	6.259647846	6.259647846	6.259647846
289	0	0	0	0
295	0	0	0	0
296	0	0	0	0
306	0	0	0	0
307	0	0	0	0
308	0	0	0	0
313	0	0	0	0
317	0	0	0	0
318	0	0	0	0
319	0	0	0	0
323	0	0	0	0
324	0	0	0	0
325	0	0	0	0
327	0	0	0	0
334	0	0	0	0
336	0	0	0	0
338	0	0	0	0
342	0	0	0	0
344	0	0	0	0
348	20.6	17.60702133	17.60702133	17.60702133
349	0	0	0	0
351	0	0	0	0
352	0	0	0	0
355	0	0	0	0
357	0	0	0	0
361	0	0	0	0
365	7.8	4.048890114	4.048890114	4.048890114
366	10.8	0.472140074	0.472140074	0.472140074
367	0	0	0	0
369	0	0	0	0
372	1.6	0	0	0
373	0	0	0	0
374	0	0	0	0
375	0	0	0	0
377	17.1	0	0	0
378	16.4	13.4318676	13.4318676	13.4318676
384	7.8	3.774482012	3.774482012	3.774482012
385	7	0	0	0
386	7.3	0	0	0
387	0	0	0	0
389	0	0	0	0
391	0	0	0	0
395	4.7	0	0	0
396	0	0	0	0
397	0	0	0	0
398	0.4	0	0	0
399	0	0	0	0
402	13.3	7.370177746	7.370177746	7.370177746
407	1	0	0	0
408	1.4	0	0	0
409	0	0	0	0
416	0	0	0	0
417	0	0	0	0
418	0	0	0	0
422	0	0	0	0
423	0	0	0	0
428	0	0	0	0
433	0	0	0	0
436	0.1	0	0	0
438	0	0	0	0
440	19.5	26.96945953	26.96945953	26.96945953
498	0	0	0	0
501	0	0	0	0
504	0	0	0	0
516	0	0	0	0
519	0	0	0	0
521	7.7	5.127689362	5.127689362	5.127689362
522	13.5	7.730886936	7.730886936	7.730886936
523	14.3	10.53011608	10.53011608	10.53011608
527	0	0	0	0
529	0	0	0	0
532	0	0	0	0
533	0	0	0	0
537	1.7	0	0	0
550	0	0	0	0
551	0	0	0	0
554	0	0	0	0
557	0.3	0	0	0
559	4.7	0	0	0
569	0	0	0	0
570	0	0	0	0
